topic,likes,comments,reposts
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
听见她说,16458,1500,1200
重男轻女的思想有多可怕,57,15,3
鹅次元演唱会,45569,5332,5968
星光大赏官宣1220,576627,10437,3677
腾讯视频星光大赏,17899286,285614,847256
腾讯视频星光日,2278495,64492,57049
腾讯视频星光大赏,17899286,285614,847256
黑白禁区定档,181,45,37
电视剧黑白禁区,795,222,112
东北风云,17,16,1
Beauty小姐,8885,1770,1344
电视剧黑白禁区,795,222,112
现在就告白,47,51,12
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
昆仑神宫,1186,366,312
我就是演员,71711,4234,2742
绝对忠诚之国家利益,431,48,12
紧急救援片尾曲MV,17,6,5
彭于晏带娃,26,10,7
电视剧这就是生活,727,187,78
今夕何夕,6660,1165,811
超级影视vip,5524,3968,8649
电视剧有翡,393458,54881,81801
有翡打戏剧照,2420,500,223
小风暴之时间的玫瑰,56777,8408,7114
百岁之好一言为定开播,11287,279,53
超级影视vip,5524,3968,8649
三体杀青,44,30,25
陈瑾,39,29,24
百岁之好一言为定开播,11287,279,53
超级影视vip,5524,3968,8649
南拳之英雄崛起,33,28,5
南拳之英雄崛起1214上映,29,25,4
有翡武术特辑,4937,906,742
电视剧有翡,393458,54881,81801
CCTV国家宝藏,1095,172,66
Beauty小姐,8885,1770,1344
奔跑吧黄河篇,6327,531,150
邻家诗话,1148,335,248
王源首演话剧,3820,582,1793
故事里的中国,4316,738,1867
王源故事里的中国,1522,282,767
我就是演员,71711,4234,2742
斗罗大陆动画,891,267,176
胖鹅快砸我,750,928,822
情深缘起,64,30,3
电视剧情深缘起,64,30,3
张玉宁坦言出国踢球不再是首选,4,2,2
中国球员该不该出国踢球,4,2,2
看得见的未来,1,1,0
30vs60,2263,523,1047
微信十年,2256,522,1046
谷雨影像,49,23,23
洞见计划,51,28,24
110警察节,4664,585,1218
人民警察你有新消息请查收,8,0,0
自贡温泉回应游客遭电击,3,0,0
保定：一外市确诊病例在保定期间相关1224人核酸检测均为阴性,1,0,0
烟台机场一飞机落地后与除冰车相撞机翼受损,3,0,0
石家庄公交各线路、市出租车停止运营,1,2,0
河北香河处置石家庄阳性病例在该县活动情况,0,0,1
抚州通报发现新冠疑似阳性病例,1,0,1
30vs60,2263,523,1047
微信十年,2256,522,1046
谷雨影像,49,23,23
洞见计划,51,28,24
推特宣布永久移除特朗普账号,1,2,0
社区回应一线防疫人员晕倒后去世,3,4,0
特朗普发推称将缺席拜登就职典礼,1,2,0
世卫组织：全球多达四分之三的人口仍然易感新冠病毒,0,0,0
石家庄完成全员核酸检测,4,0,0
内蒙古赤峰决定全市进入战时状态,2,0,0
女童因未完成作业被老师打住院,2,5,0
韩国出生271天女童遭养父母虐死,1,0,0
消防员灭火后用钢丝球刷手,3,0,0
你最关心的新冠疫苗问题,2,0,0
东北大爷光膀子做核酸检测,6,0,3
微信十年,2256,522,1046
30vs60,2263,523,1047
微信十年,2256,522,1046
洞见计划,51,28,24
谷雨影像,49,23,23
30vs60,2263,523,1047
恋爱七年不结婚还有未来吗,2,2,0
浙江余姚姚江被指遭偷排污染,1,0,1
石家庄藁城区部分村庄已封村,3,0,0
罗翔 人要接受自己的有限性,5,1,2
十三邀,30,22,6
河北南宫3例确诊病例详情,0,0,1
腾讯娱乐年度盛典,3303861,199740,353733
吴尊友解读多地现汽车零部件核酸阳性,2,0,1
民法典“已来” 新规如何影响未来？,2,0,0
趴在妈妈怀中，和世界说你好！元旦宝宝，欢迎你们！,9,0,3
年终烟花秀,8246,637,374
总结2020年五大预言,2,1,1
亲爱的故乡,5,5,16
郭敬明向庄羽道歉,24,14,9
庄羽建议成立反剽窃基金,4,4,3
拥抱吧，在2020年最后一天,0,0,0
国防部回应美舰艇穿航台湾海峡,1,0,1
官方回应员工上厕所被罚款,3,2,1
人社局介入员工连上2次厕所被罚款,3,2,1
十三邀,30,22,6
十三邀预告,14,3,2
十三邀五条人,6,1,0
古巴小伙武汉负债教芭蕾,0,0,1
寻光2020,6,1,3
微博放映厅,6,1,3
谷雨影像,49,23,23
洞见计划,51,28,24
极不平凡的2020年，我们携手同行,0,0,0
再见2020，感谢每一个平凡的你,0,0,0
组织多人从香港偷渡至台湾案宣判,0,0,0
年终烟花秀,8246,637,374
2020，与世界共振,2,1,0
少年π纪实秀,293,62,31
兮夜,4,1,0
兮夜要拿世界赛冠军,4,1,0
兮夜转会JDG,4,1,0
跨越2020,4,0,0
跨越2020,4,0,0
Hi中国人,3,0,0
隆林儿女,3,0,0
钟美美没有人能一直红下去,3,0,0
180秒定格2020我们见证的全球时刻,1,1,1
14种独家药品平均降价超四成,1,0,0
2020国家医保药品目录发布,1,0,0
央视调查社区团购,1,1,0
社区团购存在低价倾销挤压就业等问题,1,1,0
那些让人热泪盈眶的年度高光瞬间,8,2,9
辽宁新增6例确诊病例5例在大连,0,1,0
银西高铁正式开通运营,2,1,0
南航“英雄机长”贺中平离世,3,2,0
沈阳新增确诊病例为16岁女学生,0,0,0
北京新增5人核酸检测为阳性,4,1,0
何广智 烦恼少了写不出新段子,8,1,1
日本发现5人感染变异新冠病毒,2,1,0
APP适老化改造安排上了,2,0,0
游族网络董事长林奇去世,2,2,1
挥中国国旗的塞尔维亚机长因新冠去世,2,2,0
考研第一天,1,0,0
英国女王圣诞致辞,1,0,0
女演员坚持跑龙套18年,5,1,1
寻光2020,6,1,3
微博放映厅,6,1,3
谷雨影像,49,23,23
洞见计划,51,28,24
英国公司推出瓶装家乡空气,1,3,0
何广智 从跑场王到黑马,481,41,80
上海一9岁男孩遇火灾救了整栋楼,2,0,0
沈阳确诊病例丈夫诊断为无症状,1,2,1
保姆长期殴打77岁瘫痪老人致骨折,1,2,1
2020追梦的“后浪”,3,0,0
腾讯新闻年会,2,2,1
十三邀,30,22,6
十三邀预告,14,3,2
十三邀第五季,17,19,4
少年π纪实秀,293,62,31
歌手欧阳娜娜,229,38,22
是他们让我们有勇气度过艰难的2020,2,1,2
寻光2020,6,1,3
我是挺过来的女老板,1,0,1
洞见计划,51,28,24
微博纪录片联盟,235,45,33
微博放映厅,6,1,3
在北京租房花掉2/3工资,5,5,1
商业地理第三季,5,5,1
商业地理,5,5,1
山东舰航母编队航经台湾海峡赴南海训练,1,1,2
山东舰航母编队顺利通过台湾海峡,1,1,2
澳门特区政府举行升旗仪式,2,0,0
大连新增1例确诊病例,1,0,1
疫情下的成都锦里人烟稀少,3,2,0
抢劫犯对女柜员疯狂施暴致其昏迷,2,0,0
疑似网红拍段子在冰上玩漂移,1,1,0
重庆小车超车过程中车速较快,1,1,0
黑龙江一化工企业发生爆炸事故,0,2,2
教育局通报女生校外被殴打,11,4,1
不好好吃饭就被老师扎针6次？,5,0,1
被怀疑毒杀俄罗斯反对派领导人,0,1,1
实拍武警热带丛林“魔鬼周”极限训练,2,0,1
大连新增一例确诊病例,1,0,0
北京昨日新增2例确诊,1,1,1
起底逃犯劳荣枝,3,2,3
知情人讲述劳荣枝法子英相识细节,3,2,3
大凉山里的女子棒球队,4,1,0
谷雨影像,49,23,23
洞见计划,51,28,24
调查组走访被逼写性行为检讨女生,2,2,1
2020年你都去哪了？,1,1,0
10岁患癌男孩试图拔输液管放弃治疗,2,0,0
嫦娥五号返回器贴上暖宝宝,4,1,0
2020微信年度账单上线,7,10,0
口吃小伙逆袭成脱口秀演员,2,1,0
如果能选择你愿意长生不老吗,1,5,0
洞见计划,51,28,24
财约你,1,5,0
9岁孤女已被解除限制消费,2,0,1
消防员救援后冻得发抖手拿不稳筷子,13,2,0
罗翔谈走红,7,2,2
9岁孤女无力还父债被限制消费,53604,2583,1068
9岁老赖案,53604,2583,1068
漠河气温降到零下44.3度,5,0,0
6岁被虐女童做噩梦喊报仇,6,1,4
我们该如何保护孩子,6,1,4
素媛案罪犯出狱,1,0,0
赵斗淳,18,7,2
醉酒减刑,1,0,0
病理性醉酒,1,0,0
黄冈网购冷冻猪肉居民被单位要求辞职,26,10,5
完美星球,2071,548,560
完美星球,2071,548,560
晚安,5206,1497,177
纪同学夜聊,34,272,3
明星式护手霜涂法,0,8,0
东向大海,29,2,1
天时·戊戌志,369,82,71
张玉宁坦言出国踢球不再是首选,4,2,2
中国球员该不该出国踢球,4,2,2
东向大海,29,2,1
完美星球,2071,548,560
用纪录片的方式说早安,30,161,3
天时·戊戌志,369,82,71
完美星球,2071,548,560
晚安,5206,1497,177
纪同学夜聊,34,272,3
外国人眼中的古诗词,0,21,1
纪同学荐片,17,4,5
斯皮尔伯格,9,9,4
完美星球,2071,548,560
神奇动物在这里,547,117,12
完美星球,2071,548,560
后藏非遗,51,8,9
用纪录片的方式说早安,30,161,3
完美星球,2071,548,560
纪同学夜聊,34,272,3
去年的衣服穿不上怎么办,1,7,0
完美星球,2071,548,560
完美星球,2071,548,560
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
纪同学荐片,17,4,5
你这个坏怂,4,0,0
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
早餐中国,1,2,1
完美星球,2071,548,560
天时·戊戌志,369,82,71
彩砂坛城,51,8,9
后藏非遗,51,8,9
完美星球,2071,548,560
纪录片人生七年导演去世,10,1,7
纪同学夜聊,34,272,3
我抗拒亲密关系的原因,39,58,150
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
完美星球,2071,548,560
乡村战疫记,44,8,1
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
2020年的北漂,372,72,49
纪同学夜聊,34,272,3
发型对颜值的重要性,3,8,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
纪同学荐片,17,4,5
敦煌画派,1,0,0
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
凶险与悬疑：侦探故事,0,0,0
2020年的北漂,372,72,49
用纪录片的方式说早安,30,161,3
完美星球,2071,548,560
东向大海,29,2,1
完美星球,2071,548,560
晚安,5206,1497,177
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
完美星球,2071,548,560
纪同学荐片,17,4,5
听见南极,3,3,1
完美星球,2071,548,560
刘琮729,162,35,44
天时·戊戌志,369,82,71
2020年的北漂,372,72,49
东向大海,29,2,1
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
今天让你感到快乐的原因,34,68,187
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
天时·戊戌志,369,82,71
纪同学荐片,17,4,5
生死选择题,1,0,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
Siri型社交,2,14,0
完美星球,2071,548,560
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
完美星球,2071,548,560
纪同学荐片,17,4,5
夏威夷：生命之火,3,0,1
完美星球,2071,548,560
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
今天早餐吃点儿啥,0,1,0
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
天时·戊戌志,369,82,71
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
完美星球,2071,548,560
完美星球,2071,548,560
完美星球,2071,548,560
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
完美星球,2071,548,560
大卫·爱登堡爵士,6,2,2
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
2020最后一顿吃什么,0,13,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
纪同学荐片,17,4,5
艺术、热情与权力：皇家收藏的故事,1,0,1
完美星球,2071,548,560
鹅厂纪录片片单,35,15,4
2020年的北漂,372,72,49
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
酒美中国,0,0,1
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
东向大海,29,2,1
纪同学夜聊,34,272,3
两个字总结2020,1,13,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
完美星球,2071,548,560
完美星球,2071,548,560
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
你们家冷成啥颜色了,17,53,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
天时·戊戌志,369,82,71
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
这个礼拜只上四天班,600,482,267
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
天时·戊戌志,369,82,71
一日之食,4359,1975,268
一日之食,4359,1975,268
纪同学荐片,17,4,5
从秦始皇到汉武帝,3,0,0
大秦赋,2079,3380,290
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
医者,58,17,1
向着宵夜的方向,4467,2249,283
天时·戊戌志,369,82,71
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
纪同学夜聊,34,272,3
考研前一天的状态,0,4,0
向着宵夜的方向,4467,2249,283
纪同学荐片,17,4,5
雷切尔之海岸烹饪：2015圣诞节,0,0,0
天时·戊戌志,369,82,71
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
原来可爱是被夸出来的,6,21,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
凶险与悬疑之侦探故事,88,14,24
2020年的北漂,372,72,49
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
仪式感拉满的圣诞美食,0,11,2
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
天时·戊戌志,369,82,71
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
2020年的北漂,372,72,49
2020年的北漂,372,72,49
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
2020那些难忘的拥抱瞬间,4,24,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
郑钧说现在劣币驱逐良币,61,27,46
郑钧称当今时代难出大师,61,27,46
天时·戊戌志,369,82,71
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
完美星球,2071,548,560
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
北方人为何都是饺子控,2,13,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
八年之交，续写成长,11,6,1
V爱集结8周年朋友领卡我领钱,11,6,1
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
医者,58,17,1
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
2020年的北漂,372,72,49
天时·戊戌志,369,82,71
天时·戊戌志,369,82,71
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
腾讯视频星光大赏,17899286,285614,847256
星光大赏名场面,2669615,17779,59575
腾讯视频星光大赏,17899286,285614,847256
星光大赏阵容,5472858,51953,150997
腾讯视频2020年度指数报告,36063,1368,479
鹅娘年度指数,43583,4775,705
年度名场面回顾,353,185,4
杨洋u1s1,13612,2613,6680
杨洋瞎编你是我的荣耀主题曲,13612,2613,6680
鹅娘年度指数,43583,4775,705
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
星光大赏彩排花絮,35366,2639,1114
水果星球彩排,1435,201,23
星光大赏彩排花絮,35366,2639,1114
水果星球彩排,1435,201,23
宵夜店老板图鉴,23,1,2
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
星光大赏彩排花絮,35366,2639,1114
气运联盟彩排,28380,1891,565
天时·戊戌志,369,82,71
星光大赏彩排花絮,35366,2639,1114
气运联盟彩排,28380,1891,565
用纪录片的方式说早安,30,161,3
向着宵夜的方向,4467,2249,283
纪同学夜聊,34,272,3
遇到杠精时的万能回复,1,12,0
向着宵夜的方向,4467,2249,283
一日之食,4359,1975,268
微博纪录片联盟,235,45,33
一日之食,4359,1975,268
向着宵夜的方向,4467,2249,283
